division,category,Gene Symbol,Gene Name,Synonyms,MGI_IDs,MGI_IDs Links,UniProt_IDs,Refseq_IDs,Notes
Matrisome-associated,Secreted Factors,Fgf23,fibroblast growth factor 23,-,MGI:1891427,MGI:1891427,Q0VBJ8:Q3U1V5:Q9EPC2,NP_073148.1:NP_073148.1,
Matrisome-associated,Secreted Factors,Fgf3,fibroblast growth factor 3,Fgf-3|Int-2|Int-P,MGI:95517,MGI:95517,D3YWD4:P05524:Q0VG15,NP_032033.2:XP_006508547.1,
Matrisome-associated,Secreted Factors,Fgf4,fibroblast growth factor 4,Fgf-4|Fgfk|Hst1|Hstf-1|KS3|MGC129266|MGC129267|hst,MGI:95518,MGI:95518,P11403,NP_034332.2,
Matrisome-associated,Secreted Factors,Fgf5,fibroblast growth factor 5,Fgf-5|angora|go,MGI:95519,MGI:95519,P15656,NP_001264197.1:NP_034333.1,
Matrisome-associated,Secreted Factors,Fgf6,fibroblast growth factor 6,Fgf-6,MGI:95520,MGI:95520,P21658:Q8C399,NP_034334.1:NP_034334.1,
Matrisome-associated,Secreted Factors,Fgf7,fibroblast growth factor 7,Kgf,MGI:95521,MGI:95521,P36363:Q544I6,NP_032034.1:NP_032034.1,
Matrisome-associated,Secreted Factors,Fgf8,fibroblast growth factor 8,Aigf|Fgf-8|MGC59627,MGI:99604,MGI:99604,D3Z207:D3Z208:G3DRA7:P37237:Q3V279:Q80ZL6,XP_006526731.1:NP_001159834.1:NP_001159835.1:NP_034335.1:NP_001159834.1:NP_001159833.1:NP_001159834.1:NP_001159835.1:NP_034335.1,
Matrisome-associated,Secreted Factors,Fgf9,fibroblast growth factor 9,Eks,MGI:104723,MGI:104723,E1APJ6:E9Q2N2:E9Q864:P54130:Q3TPG0:Q3TYJ7,NP_038546.2,
Matrisome-associated,Secreted Factors,Fgfbp1,fibroblast growth factor binding protein 1,FGF-BP,MGI:1096350,MGI:1096350,O70514,NP_001258545.1:NP_032035.2:XP_006503774.1:XP_006503775.1,
Matrisome-associated,Secreted Factors,Fgfbp3,fibroblast growth factor binding protein 3,2610306H15Rik|Fgf-bp3,MGI:1919764,MGI:1919764,Q1HCM0:Q9CST8,NP_082539.2,
Matrisome-associated,Secreted Factors,Figf,c-fos induced growth factor,AI325264|VEGF-D|Vegfd,MGI:108037,MGI:108037,P97946:Q6P5N9,NP_034346.1:XP_006528763.1,
Matrisome-associated,Secreted Factors,Flg,filaggrin,AW107830|fillagrin|ft,MGI:95553,MGI:95553,P11088:Q8BHC3:Q8C6A2,XP_006502576.1  ,
Matrisome-associated,Secreted Factors,Flg2,filaggrin family member 2,EG229574,MGI:3645678,MGI:3645678,E9QPZ3:Q2VIS4,NP_001013826.1,
Matrisome-associated,Secreted Factors,Flt3l,FMS-like tyrosine kinase 3 ligand,Flt3lg|Ly72L,MGI:95560,MGI:95560,A9QW46:P49772:Q8VCH4,NP_038548.3:NP_038548.3,
Matrisome-associated,Secreted Factors,Frzb,frizzled-related protein,Frp|Sfrp3|frezzled|fritz|frzb-1,MGI:892032,MGI:892032,P97401,NP_035486.1,
Matrisome-associated,Secreted Factors,Fst,follistatin,AL033346,MGI:95586,MGI:95586,P47931:Q8BNY0,NP_032072.1:XP_006517590.1:XP_006517591.1,
Matrisome-associated,Secreted Factors,Fstl1,follistatin-like 1,AI316791|AW107808|Fstl|TSC-36,MGI:102793,MGI:102793,Q62356,NP_032073.2,
Matrisome-associated,Secreted Factors,Fstl3,follistatin-like 3,E030038F23Rik|Flrg,MGI:1890391,MGI:1890391,Q542M9:Q8BJD6:Q9EQC7,NP_113557.1:NP_113557.1,
Matrisome-associated,Secreted Factors,Gdf1,growth differentiation factor 1,AI385651|Gdf-1,MGI:95683,MGI:95683,P20863,NP_001156754.1:NP_032133.2,
Matrisome-associated,Secreted Factors,Gdf10,growth differentiation factor 10,-,MGI:95684,MGI:95684,P97737:Q53X20:Q8C991:Q8R209,NP_665684.2,
Matrisome-associated,Secreted Factors,Gdf11,growth differentiation factor 11,Bmp11,MGI:1338027,MGI:1338027,Q9Z1W4,NP_034402.1,
Matrisome-associated,Secreted Factors,Gdf15,growth differentiation factor 15,MIC-1|NAG-1|SBF,MGI:1346047,MGI:1346047,Q3TU76:Q3UNI4:Q9Z0J7,NP_035949.2,
Matrisome-associated,Secreted Factors,Gdf2,growth differentiation factor 2,Bmp9|MGC124253|MGC124255|MGC124256,MGI:1321394,MGI:1321394,Q9WV56,NP_062379.3,
Matrisome-associated,Secreted Factors,Gdf3,growth differentiation factor 3,C78318|Gdf-3|MGC123990|MGC123991|Vgr-2|Vgr2|ecat9,MGI:95686,MGI:95686,Q07104:Q3ZB19,NP_032134.2,
Matrisome-associated,Secreted Factors,Gdf5,growth differentiation factor 5,Cdmp-1|bp|brp,MGI:95688,MGI:95688,A0JC64:P43027:Q8BRW9,NP_032135.2:NP_032135.2,
Matrisome-associated,Secreted Factors,Gdf6,growth differentiation factor 6,BMP13|GDF16,MGI:95689,MGI:95689,A2AII0:P43028,NP_038554.1:NP_038554.1,
Matrisome-associated,Secreted Factors,Gdf7,growth differentiation factor 7,BMP12,MGI:95690,MGI:95690,P43029,NP_038555.1,
Matrisome-associated,Secreted Factors,Gdf9,growth differentiation factor 9,Gdf-9,MGI:95692,MGI:95692,Q07105:Q3UWR9:Q7TPZ4,NP_032136.2:NP_032136.2:NP_032136.2,
Matrisome-associated,Secreted Factors,Gdnf,glial cell line derived neurotrophic factor,AI385739,MGI:107430,MGI:107430,P48540,NP_034405.1:XP_006520025.1,
Matrisome-associated,Secreted Factors,Gh,growth hormone,Gh1,MGI:95707,MGI:95707,P06880:Q8BK24,NP_032143.1,
Matrisome-associated,Secreted Factors,Gm13271,predicted gene 13271,Ifnz|OTTMUSG00000011262,MGI:3701966,MGI:3701966,B1AYH9,NP_001078997.1,
Matrisome-associated,Secreted Factors,Gm13272,predicted gene 13272,,MGI:3701968,MGI:3701968,B1AYI3,NP_001155080.1:NP_001155081.1:NP_001155082.1,
Matrisome-associated,Secreted Factors,Gm13275,predicted gene 13275,OTTMUSG00000011268,MGI:3701970,MGI:3701970,B1AYI8,NP_001079002.1,
Matrisome-associated,Secreted Factors,Gm13276,predicted gene 13276,OTTMUSG00000011269,MGI:3701972,MGI:3701972,B1AYI5,NP_001079001.1,
Matrisome-associated,Secreted Factors,Gm13277,predicted gene 13277,,MGI:3701974,MGI:3701974,Q8CD73,NP_001092310.1:NP_001092311.1:NP_001230084.1:NP_001230094.1:NP_001230095.1:NP_001230096.1,
Matrisome-associated,Secreted Factors,Gm13278,predicted gene 13278,,MGI:3701976,MGI:3701976,Q8CD73,NP_001092310.1:NP_001092311.1:NP_001230084.1:NP_001230094.1:NP_001230095.1:NP_001230096.1,
Matrisome-associated,Secreted Factors,Gm13279,predicted gene 13279,,MGI:3701978,MGI:3701978,Q8CD73,NP_001092310.1:NP_001092311.1:NP_001230084.1:NP_001230094.1:NP_001230095.1:NP_001230096.1,
Matrisome-associated,Secreted Factors,Gm13283,predicted gene 13283,EG545645|OTTMUSG00000011280,MGI:3649573,MGI:3649573,B1AYI0,NP_001079000.1,
Matrisome-associated,Secreted Factors,Gm13285,predicted gene 13285,OTTMUSG00000011282,MGI:3701981,MGI:3701981,B1AYI3,NP_001155080.1:NP_001155081.1:NP_001155082.1,
Matrisome-associated,Secreted Factors,Gm13287,predicted gene 13287,OTTMUSG00000011285,MGI:3701983,MGI:3701983,B1AYI3,NP_001155080.1:NP_001155081.1:NP_001155082.1,
Matrisome-associated,Secreted Factors,Gm13288,predicted gene 13288,,MGI:3701985,MGI:3701985,Q8CD73,NP_001092310.1:NP_001092311.1:NP_001230084.1:NP_001230094.1:NP_001230095.1:NP_001230096.1,
Matrisome-associated,Secreted Factors,Gm13289,predicted gene 13289,,MGI:3701987,MGI:3701987,Q8CD73,NP_001092310.1:NP_001092311.1:NP_001230084.1:NP_001230094.1:NP_001230095.1:NP_001230096.1,
Matrisome-associated,Secreted Factors,Gm13290,predicted gene 13290,OTTMUSG00000011291,MGI:3701990,MGI:3701990,Q8CD73,NP_001092310.1:NP_001092311.1:NP_001230084.1:NP_001230094.1:NP_001230095.1:NP_001230096.1,
Matrisome-associated,Secreted Factors,Gm13306,predicted gene 13306,MGC41145|OTTMUSG00000011352,MGI:3713752,MGI:3713752,Q9Z1X0,NP_001186891.1,
Matrisome-associated,Secreted Factors,Gm5849,predicted gene 5849,EG545541,MGI:3645655,MGI:3645655,J3QPE5,XP_619923.1 ,
Matrisome-associated,Secreted Factors,Hbegf,heparin-binding EGF-like growth factor,AW047313|Dtr|Dts|Hegfl|MGC107656,MGI:96070,MGI:96070,Q06186:Q5FW64,NP_034545.1:NP_034545.1,
Matrisome-associated,Secreted Factors,Hcfc1,host cell factor C1,AW060991|HCF1,MGI:105942,MGI:105942,B1AUX2:F6SJS2:Q3USQ6:Q61191:Q811S2,XP_006527898.1:NP_032250.2,
Matrisome-associated,Secreted Factors,Hcfc2,host cell factor C2,1700129L13Rik|AU019838,MGI:1915183,MGI:1915183,A0AUN4:F6T088:F6T0G2:G5E837:Q8BUC0:Q9D968,NP_001074687.1,
Matrisome-associated,Secreted Factors,Hgf,hepatocyte growth factor,C230052L06Rik|HGF/SF|NK1|NK2|SF/HGF,MGI:96079,MGI:96079,Q08048:Q8C4E2:Q8C9G5,NP_001276387.1:NP_001276388.1:NP_001276389.1:NP_001276390.1:NP_034557.3:XP_006535691.1:NP_001276387.1:NP_001276388.1:NP_034557.3,
Matrisome-associated,Secreted Factors,Hgfac,hepatocyte growth factor activator,HGFA,MGI:1859281,MGI:1859281,A8C1W3:Q3TDU8:Q545J3:Q8VCS4:Q9R098,NP_062320.2:NP_062320.2,
Matrisome-associated,Secreted Factors,Hhip,Hedgehog-interacting protein,Hhip1,MGI:1341847,MGI:1341847,Q7TN16,NP_064655.4,
Matrisome-associated,Secreted Factors,Hrnr,hornerin,1110033K19Rik|A530063N20Rik|AV011854|S100a18|S100a,MGI:3046938,MGI:3046938,E9QNP3:F8WJ23:Q148R7:Q8BLX1:Q8VHD8,NP_598459.2:XP_006502049.1:NP_598459.2,
Matrisome-associated,Secreted Factors,Ifna1,interferon alpha 1,Ifa1,MGI:107668,MGI:107668,P01572,NP_034632.2,
Matrisome-associated,Secreted Factors,Ifna11,interferon alpha 11,IFN-[a]11,MGI:109210,MGI:109210,Q61716:Q810G4,NP_032359.2,
Matrisome-associated,Secreted Factors,Ifna12,interferon alpha 12,MGC129420|MGC129421,MGI:2676324,MGI:2676324,Q80SS5,NP_796335.1,
Matrisome-associated,Secreted Factors,Ifna13,interferon alpha 13,-,MGI:2667155,MGI:2667155,B1AYH5:Q56VR2:Q80SU4,NP_796321.1,
Matrisome-associated,Secreted Factors,Ifna14,"interferon, alpha 14",MGC155959|OTTMUSG00000007662,MGI:3641425,MGI:3641425,Q810G3,NP_996858.1,
Matrisome-associated,Secreted Factors,Ifna15,predicted gene 12597,Ifnaa|MuIFN-alpha-A|OTTMUSG00000007655|Gm12597,MGI:3649418,MGI:3649418,Q61718,NP_996753.1,
Matrisome-associated,Secreted Factors,Ifna16,predicted gene 13280,BC114392|Ifna6T|Ifnat6|OTTMUSG00000011275|OK,MGI:3649260,MGI:3649260,Q1WWN2:Q810G1,NP_996750.1,
Matrisome-associated,Secreted Factors,Ifna2,interferon alpha 2,Ifa2,MGI:107666,MGI:107666,B1AYH7:P01573:Q1WWM6:Q496V3:Q496W3,NP_034633.2,
Matrisome-associated,Secreted Factors,Ifna4,interferon alpha 4,Ifa4|MGC143607,MGI:107664,MGI:107664,P07351:Q540C2,NP_034634.1:NP_034634.1,
Matrisome-associated,Secreted Factors,Ifna5,interferon alpha 5,Ifa5,MGI:107663,MGI:107663,P07349:Q810G2,NP_034635.2,
Matrisome-associated,Secreted Factors,Ifna6,interferon alpha 6,IFNa8/6|Ifa6|Ifa8|Ifna8|MGC143604,MGI:107662,MGI:107662,P07350:Q149I5:Q810G5,NP_996754.1,
Matrisome-associated,Secreted Factors,Ifna7,interferon alpha 7,Ifa7,MGI:107661,MGI:107661,P06799:Q810G6,NP_032360.2,
Matrisome-associated,Secreted Factors,Ifna9,interferon alpha 9,Ifa9,MGI:107659,MGI:107659,P09235:Q0IJ79,NP_034637.1,
Matrisome-associated,Secreted Factors,Ifnab,interferon alpha B,-,MGI:1097683,MGI:1097683,B1AYH8:Q61719,NP_032362.2:NP_032362.2,
Matrisome-associated,Secreted Factors,Ifnb1,"interferon beta 1, fibroblast",IFN-beta|IFNB|Ifb,MGI:107657,MGI:107657,P01575:Q0VE17,NP_034640.1:NP_034640.1,
Matrisome-associated,Secreted Factors,Ifne,interferon epsilon,Ifn-tau-1|Ifne1|Ifnt1|Infe1|MGC129462|MGC129463,MGI:2667156,MGI:2667156,Q80ZF2,NP_796322.1,
Matrisome-associated,Secreted Factors,Ifng,interferon gamma,IFN-g|Ifg,MGI:107656,MGI:107656,A3RL32:C4NUL9:C4NUM1:P01580:Q6TDH0,NP_032363.1,
Matrisome-associated,Secreted Factors,Ifnk,interferon kappa,-,MGI:2683287,MGI:2683287,Q4FZL7:Q7TSL0,NP_954608.1:NP_954608.1,
Matrisome-associated,Secreted Factors,Ifnz,interferon zeta,6030405N23Rik|BGIF|ENSMUSG00000073810|Lmtn,MGI:2448469,MGI:2448469,Q8BQT1,NP_922871.1,
Matrisome-associated,Secreted Factors,Igf1,insulin-like growth factor 1,C730016P09Rik|Igf-1|Igf-I,MGI:96432,MGI:96432,D3Z7M4:E9PU89:E9Q138:P05017:Q4VJB9:Q4VJC0:Q547V2:Q8CAR0,NP_001104744.1:NP_001104746.1:NP_001104745.1:NP_034642.2:XP_006513326.1:XP_006513329.1:NP_034642.2:XP_006513324.1:NP_001104745.1:XP_006513326.1:NP_001104746.1:NP_001104744.1:NP_001104746.1:NP_908941.1:XP_006513322.1:XP_006513323.1,
Matrisome-associated,Secreted Factors,Igf2,insulin-like growth factor 2,AL033362|Igf-2|Igf-II|M6pr|Mpr|Peg2,MGI:96434,MGI:96434,B0LAD8:D3Z4N4:E9QLW5:J3QJZ9:P09535:Q3UJB6,NP_034644.2:NP_001116208.1:NP_001116209.1:XP_006508550.1,
Matrisome-associated,Secreted Factors,Ihh,Indian hedgehog,-,MGI:96533,MGI:96533,P97812:Q80XI9,NP_034674.1:NP_034674.1,
Matrisome-associated,Secreted Factors,Il10,interleukin 10,CSIF|Il-10,MGI:96537,MGI:96537,P18893:Q3U879,NP_034678.1:NP_034678.1,
Matrisome-associated,Secreted Factors,Il11,interleukin 11,IL-11,MGI:107613,MGI:107613,A3KPB8:F7A7F2:P47873:Q3V0U3,NP_032376.1:NP_001277352.1:NP_032376.1:NP_001277352.1,
Matrisome-associated,Secreted Factors,Il12a,interleukin 12a,IL-12p35|Il-12a|Ll12a|MGC151228|MGC151232|p35,MGI:96539,MGI:96539,F8WI71:P43431:Q549G3:Q9QUT1,NP_001152896.1:NP_001152896.1:NP_032377.1:NP_032377.1,
Matrisome-associated,Secreted Factors,Il12b,interleukin 12b,Il-12b|Il-12p40|Il12p40|p40,MGI:96540,MGI:96540,P43432:Q3ZAX5,NP_032378.1:XP_006532369.1:NP_032378.1:XP_006532369.1,
Matrisome-associated,Secreted Factors,Il13,interleukin 13,Il-13,MGI:96541,MGI:96541,P20109,NP_032381.1,
Matrisome-associated,Secreted Factors,Il15,interleukin 15,AI503618,MGI:103014,MGI:103014,P48346:Q1AHQ6:Q1AHQ7:Q3U1Z6:Q9Z0G5,NP_001241676.1:NP_032383.1:XP_006530768.1:XP_006530769.1:XP_006530770.1:XP_006530771.1:XP_006530772.1:XP_006530773.1:XP_006530774.1:XP_006530775.1:XP_006530776.1:XP_006530778.1:XP_006530777.1:NP_001241676.1:NP_032383.1:XP_006530768.1:XP_006530769.1:XP_006530770.1:XP_006530771.1:XP_006530772.1:XP_006530773.1:XP_006530774.1:XP_006530775.1:XP_006530776.1,
Matrisome-associated,Secreted Factors,Il16,interleukin 16,KIAA4048|mKIAA4048,MGI:1270855,MGI:1270855,D3Z3C7:D6RI15:O54824:Q3UZ81,NP_034681.2:XP_006507449.1,
Matrisome-associated,Secreted Factors,Il17a,interleukin 17A,Ctla-8|Ctla8|Il17,MGI:107364,MGI:107364,Q544E6:Q62386,NP_034682.1:NP_034682.1,
Matrisome-associated,Secreted Factors,Il17b,interleukin 17B,1110006O16Rik|1700006N07Rik|Zcyto7,MGI:1928397,MGI:1928397,Q9QXT6,NP_062381.1,
Matrisome-associated,Secreted Factors,Il17c,interleukin 17C,IL-17C|MGC175740,MGI:2446486,MGI:2446486,Q8K4C5,NP_665833.3,
Matrisome-associated,Secreted Factors,Il17d,interleukin 17D,AI462269|IL-17D|Il27a,MGI:2446510,MGI:2446510,Q8K4C4:Q8K599,NP_665836.2,
Matrisome-associated,Secreted Factors,Il17f,interleukin 17F,C87042|IL-17F,MGI:2676631,MGI:2676631,Q3U093:Q7TNI7,NP_665855.2:XP_006495585.1:XP_006495586.1,
Matrisome-associated,Secreted Factors,Il18,interleukin 18,Igif|Il-18,MGI:107936,MGI:107936,A0PJ18:K3W4N2:P70380:Q2PMY2:Q6USQ6:Q80SS8,NP_032386.1:XP_006510089.1:XP_006510090.1:XP_006510091.1:NP_032386.1:XP_006510089.1:XP_006510090.1:XP_006510091.1,
Matrisome-associated,Secreted Factors,Il19,interleukin 19,-,MGI:1890472,MGI:1890472,Q14BK1:Q8CJ70,NP_001009940.1:XP_006529769.1:NP_001009940.1:XP_006529769.1,
Matrisome-associated,Secreted Factors,Il1a,interleukin 1 alpha,Il-1a,MGI:96542,MGI:96542,P01582:Q3U0Y6:Q62161,NP_034684.2:XP_006498855.1:XP_006498856.1:NP_034684.2:XP_006498855.1:XP_006498856.1,
Matrisome-associated,Secreted Factors,Il1b,interleukin 1 beta,IL-1beta|Il-1b,MGI:96543,MGI:96543,P10749:Q3TI17,NP_032387.1,
Matrisome-associated,Secreted Factors,Il1f10,"interleukin 1 family, member 10",MGC130267|MGC130268,MGI:2652548,MGI:2652548,Q3KNF2:Q8R459,NP_694717.1:XP_006497893.1:NP_694717.1:XP_006497893.1,
Matrisome-associated,Secreted Factors,Il1f5,"interleukin 1 family, member 5 (delta)",AI413231|Fil1delta|Il-1h3|Il1hy1,MGI:1859325,MGI:1859325,A2AIA8:A2RTR0:Q9QYY1,NP_001139559.1:NP_001139560.1:NP_062324.2,
Matrisome-associated,Secreted Factors,Il1f6,"interleukin 1 family, member 6",Fil1|IL-1H1|IL1RP2|Il1f9|MGC151479|MGC151481,MGI:1859324,MGI:1859324,Q149U6:Q9JLA2,NP_062323.1:NP_062323.1,
Matrisome-associated,Secreted Factors,Il1f8,"interleukin 1 family, member 8",2310043N20Rik,MGI:1916927,MGI:1916927,Q08EA6:Q9D6Z6,NP_081439.1:NP_081439.1,
Matrisome-associated,Secreted Factors,Il1f9,"interleukin 1 family, member 9",-,MGI:2449929,MGI:2449929,Q3U0P4:Q8R460,NP_705731.2,
Matrisome-associated,Secreted Factors,Il1rn,interleukin 1 receptor antagonist,F630041P17Rik|IL-1ra,MGI:96547,MGI:96547,A2AIU1:P25085:Q3TBV5:Q542C7:Q542W1:Q8CGA1,NP_001034790.1:NP_112444.1:NP_001153034.1:NP_001034790.1:NP_112444.1,
Matrisome-associated,Secreted Factors,Il2,interleukin 2,Il-2,MGI:96548,MGI:96548,P04351:P70291:P70292:P70293:P70294:Q08867:Q0PGS4:Q546X1:Q8BHA4:Q91Y49:Q9QUS8,NP_032392.1,
Matrisome-associated,Secreted Factors,Il20,interleukin 20,MGC130536|Zcyto10,MGI:1890473,MGI:1890473,Q2NKI0:Q2THG5:Q9JKV9,NP_067355.1:XP_006529828.1:NP_067355.1,
Matrisome-associated,Secreted Factors,Il22,interleukin 22,IL-22|ILTIFa|Iltif|MGC129416|MGC129417,MGI:1355307,MGI:1355307,Q3SXE1:Q9JJY9,NP_058667.1:XP_006513928.1,
Matrisome-associated,Secreted Factors,Il23a,"interleukin 23, alpha subunit p19",IL-23|p19,MGI:1932410,MGI:1932410,Q9EQ14,NP_112542.1,
Matrisome-associated,Secreted Factors,Il24,interleukin 24,FISP|Mda-7|Mda7|St16,MGI:2135548,MGI:2135548,A3QQZ3:Q925S4,NP_444325.2,
Matrisome-associated,Secreted Factors,Il25,interleukin 25,IL-17E|Il17e,MGI:2155888,MGI:2155888,Q8VHC9:Q8VHH8,NP_542767.1,
Matrisome-associated,Secreted Factors,Il3,interleukin 3,BPA|Csfmu|HCGF|Il-3|MCGF|PSF,MGI:96552,MGI:96552,P01586:Q0PMN2:Q5SX77,NP_034686.2:NP_034686.2,
Matrisome-associated,Secreted Factors,Il34,interleukin 34,2010004A03Rik|AI593503,MGI:1923777,MGI:1923777,Q8R1R4,NP_001128572.1:NP_083922.1:XP_006531548.1,
Matrisome-associated,Secreted Factors,Il4,interleukin 4,Il-4,MGI:96556,MGI:96556,G3UXB0:P07750:Q5KT56:Q91Y50,NP_067258.1,
Matrisome-associated,Secreted Factors,Il5,interleukin 5,Il-5,MGI:96557,MGI:96557,P04401:Q5SV01:Q62349,NP_034688.1:NP_034688.1,
Matrisome-associated,Secreted Factors,Il6,interleukin 6,Il-6,MGI:96559,MGI:96559,A2RTD1:P08505:Q0PMN1:Q3U8J8,NP_112445.1:NP_112445.1,
Matrisome-associated,Secreted Factors,Il7,interleukin 7,A630026I06Rik|Il-7|MGC129342|hlb368,MGI:96561,MGI:96561,P10168:Q3UT18:Q544C8:Q8C9S3,NP_032397.1:NP_032397.1,
Matrisome-associated,Secreted Factors,Il9,interleukin 9,Il-9|P40,MGI:96563,MGI:96563,P15247,NP_032399.1,
Matrisome-associated,Secreted Factors,Inha,inhibin alpha,AW555078,MGI:96569,MGI:96569,Q04997,NP_034694.3,
Matrisome-associated,Secreted Factors,Inhba,inhibin beta-A,-,MGI:96570,MGI:96570,Q04998:Q3UXL8:Q3UY39:Q4FJM4,NP_032406.1:XP_006516621.1:XP_006516622.1:NP_032406.1:XP_006516621.1:XP_006516622.1,
Matrisome-associated,Secreted Factors,Inhbb,inhibin beta-B,-,MGI:96571,MGI:96571,Q04999,NP_032407.1,
Matrisome-associated,Secreted Factors,Inhbc,inhibin beta-C,-,MGI:105932,MGI:105932,P55104:Q3V2A6,NP_034695.1:NP_034695.1,
Matrisome-associated,Secreted Factors,Inhbe,inhibin beta E,-,MGI:109269,MGI:109269,O08717,NP_032408.2,
Matrisome-associated,Secreted Factors,Ins1,insulin I,Ins-1|Ins2-rs1,MGI:96572,MGI:96572,P01325:Q545I7,NP_032412.3:NP_032412.3,
Matrisome-associated,Secreted Factors,Ins2,insulin II,AA986540|Ins-2|InsII|Mody|Mody4|proinsulin,MGI:96573,MGI:96573,D0EY27:D3YWU5:D3Z595:D3Z596:E0CXX7:P01326:Q5EEX1,NP_001172012.1:NP_001172013.1:NP_032413.1:NP_001172012.1:NP_001172013.1:NP_032413.1,
Matrisome-associated,Secreted Factors,Insl3,insulin-like 3,Rlf|Rlnl,MGI:108427,MGI:108427,O09107:Q5RL10,NP_038592.3,
Matrisome-associated,Secreted Factors,Insl5,insulin-like 5,RIF2,MGI:1346085,MGI:1346085,A2AIY3:Q9WUG6,NP_001277577.1:NP_001277577.1:NP_035961.1,
Matrisome-associated,Secreted Factors,Insl6,insulin-like 6,RIF1,MGI:1351595,MGI:1351595,Q545M1:Q9QY05,NP_038782.1:NP_038782.1,
Matrisome-associated,Secreted Factors,Ism1,isthmin 1 homolog (zebrafish),5430433G21Rik|AV354986|Ism|Isthmin,MGI:2442963,MGI:2442963,A2ATD1:V9GXR4,NP_001263418.1,
Matrisome-associated,Secreted Factors,Ism2,isthmin 2 homolog (zebrafish),Gm264|Thsd3,MGI:2685110,MGI:2685110,D3Z6A3:F6YQQ5,NP_001277231.1,
Matrisome-associated,Secreted Factors,Kitl,kit ligand,Clo|Con|Gb|Kitlg|Mgf|SCF|SF|SLF|Sl|Steel|contraste,MGI:96974,MGI:96974,P20826:Q61854:Q78ED8:Q8C9K1,NP_038626.1,
Matrisome-associated,Secreted Factors,Lefty1,left right determination factor 1,AI450052|Ebaf|Leftb|Stra3|Tgfb4|lefty|lefty-1,MGI:107405,MGI:107405,Q64280,NP_034224.1,
Matrisome-associated,Secreted Factors,Lefty2,left-right determination factor 2,6030463A22Rik|AV214969|Ebaf|Lefta|Leftb|MGC98569,MGI:2443573,MGI:2443573,P57785,NP_796073.1,
Matrisome-associated,Secreted Factors,Lep,leptin,ob|obese,MGI:104663,MGI:104663,E9M0G2:E9Q7Z0:P41160:Q544U0,NP_032519.1:NP_032519.1,
Matrisome-associated,Secreted Factors,Lif,leukemia inhibitory factor,-,MGI:96787,MGI:96787,F8WH42:P09056:Q3U1H5,NP_001034626.1:XP_006514607.1:XP_006514608.1:NP_001034626.1:NP_032527.1:XP_006514605.1:XP_006514606.1,
Matrisome-associated,Secreted Factors,Lta,lymphotoxin A,LT|LT-[a]|LT-alpha|LT[a]|LTalpha|Ltx|MGC117668|TNF,MGI:104797,MGI:104797,P09225:Q3U0Q5:Q542S2,NP_034865.1:XP_006523794.1:XP_006525394.1:XP_006536613.1:XP_006537347.1:NP_034865.1:XP_006523794.1:XP_006525394.1:XP_006536613.1:XP_006537347.1,
Matrisome-associated,Secreted Factors,Ltb,lymphotoxin B,AI662801|LTbeta|Tnfc|Tnfsf3|p33,MGI:104796,MGI:104796,A4FUI4:G3V002:P41155,NP_032544.1,
Matrisome-associated,Secreted Factors,Mdk,midkine,MK|Mek,MGI:96949,MGI:96949,P12025:Q2LEK5:Q2LEK6:Q8BN87,NP_001012335.1:NP_001012336.1:NP_001278410.1:NP_034914.1:NP_001278412.1,
Matrisome-associated,Secreted Factors,Megf10,multiple EGF-like-domains 10,3000002B06Rik|Gm331,MGI:2685177,MGI:2685177,Q6DIB5:Z4YM36,NP_001001979.1,
Matrisome-associated,Secreted Factors,Megf11,multiple EGF-like-domains 11,2410080H04Rik|D130061K05,MGI:1920951,MGI:1920951,B7ZWF7:E9Q918:F6UPK0:Q80T91,NP_001127871.1:NP_001127871.1:NP_766110.3:XP_006511052.1:XP_006511056.1,
Matrisome-associated,Secreted Factors,Megf6,multiple EGF-like-domains 6,2600001P17Rik|Egfl3|MGC49785,MGI:1919351,MGI:1919351,B1ASH4:F6YCL7:Q3UYW9:Q69ZY6:Q80V70,NP_001156449.1,
Matrisome-associated,Secreted Factors,Megf8,multiple EGF-like-domains 8,AW049492|Egfl4|mKIAA0817,MGI:2446294,MGI:2446294,P60882,NP_001153872.1,
Matrisome-associated,Secreted Factors,Megf9,multiple EGF-like-domains 9,4933405H16Rik|9630025C07|Egfl5|mKIAA0818,MGI:1918264,MGI:1918264,F8WHT8:Q0VGR4:Q8BH27,NP_766282.1:NP_766282.1,
Matrisome-associated,Secreted Factors,Mst1,macrophage stimulating 1 (hepatocyte growth factor-like),D3F15S2h|D9H3F15S2|DNF15S2h|Hgfl,MGI:96080,MGI:96080,E0CXN0:F7C0X2:P26928:Q3UZ05:Q91XG8,NP_032269.3:NP_032269.3,
Matrisome-associated,Secreted Factors,Mstn,myostatin,Cmpt|Gdf8|MGC124261|MGC124262|MGC124263,MGI:95691,MGI:95691,O08689:Q0VGH1:Q3ZAS9:Q540E2,NP_034964.1:NP_034964.1,
Matrisome-associated,Secreted Factors,Ngf,nerve growth factor,Ngfb,MGI:97321,MGI:97321,P01139:Q6LDU8,NP_001106168.1:NP_038637.1:XP_006501171.1:XP_006501172.1:XP_006501173.1:NP_038637.1:XP_006501171.1,
Matrisome-associated,Secreted Factors,Nodal,nodal,Tg.413d,MGI:97359,MGI:97359,A0PK81:P43021,NP_038639.2:NP_038639.2,
