division,category,Gene Symbol,Gene Name,geneid,Ensembl IDs,UniProt IDs,Human Orthologue,Mouse Orthologue,Dr Matrisome,combined_orthology
Matrisome-associated,ECM-affiliated Proteins,gpc6a,glypican 6a,ZDB-GENE-071004-15,ENSDARG00000086960,R4GE96:A7MBT1:A0A0R4IU01:F1R466:R4GDV5,GPC6,Gpc6,Yes,GPC6
Matrisome-associated,ECM-affiliated Proteins,gpc6b,glypican 6b,ZDB-GENE-130515-2,ENSDARG00000104219,V5NF92,GPC6,Gpc6,Yes,GPC6
Matrisome-associated,ECM-affiliated Proteins,grem1a,"gremlin 1a, DAN family BMP antagonist",ZDB-GENE-040625-1,ENSDARG00000029546,Q6T937:Q6T937,GREM1,Grem1,Yes,GREM1
Matrisome-associated,ECM-affiliated Proteins,grem1b,gremlin 1b,ZDB-GENE-090218-21,ENSDARG00000104618,A0A0R4IYE7,GREM1,Grem1,Yes,GREM1
Matrisome-associated,ECM-affiliated Proteins,grifin,galectin-related inter-fiber protein,ZDB-GENE-040801-163,ENSDARG00000033382,Q6DGJ1,GRIFIN,Grifin,Yes,GRIFIN
Matrisome-associated,ECM-affiliated Proteins,hbl3,hexose-binding lectin 3,ZDB-GENE-000427-2,ENSDARG00000068220,Q504I3:Q9I9Q8:B7ZVV2,MBL2,Mbl2,Yes,MBL2
Matrisome-associated,ECM-affiliated Proteins,hpx,hemopexin,ZDB-GENE-030131-5773,ENSDARG00000012609,Q6PHG2,HPX,Hpx,Yes,HPX
Matrisome-associated,ECM-affiliated Proteins,itln1,intelectin 1,ZDB-GENE-060929-564,ENSDARG00000007534,Q08CC6:C1IHU8,ITLN1,Itln1,Yes,ITLN1
Matrisome-associated,ECM-affiliated Proteins,itln2,intelectin 2,ZDB-GENE-050411-58,ENSDARG00000036084,C1IHV0:F1QNK1:A5PLE5:C1IHV0:F1QNK1:A5PLE5,ITLN2,Itlnb,Yes,ITLN2
Matrisome-associated,ECM-affiliated Proteins,lgals1l1,"lectin, galactoside-binding, soluble, 1 (galectin 1)-like 1",ZDB-GENE-030131-4905,ENSDARG00000088711,F1Q9Y2:F1QGM0:Q5XJJ1,LGALS1,Lgals1,Yes,LGALS1
Matrisome-associated,ECM-affiliated Proteins,lgals2a,"lectin, galactoside-binding, soluble, 2a",ZDB-GENE-050318-2,ENSDARG00000054942,A0A0R4IW06:Q6IQI2:Q6TGN5:A0A0R4IEQ5,LGALS2,Lgals2,Yes,LGALS2
Matrisome-associated,ECM-affiliated Proteins,lgals2b,"lectin, galactoside-binding, soluble, 2b",ZDB-GENE-040426-1590,ENSDARG00000038153,F8W2U6:I3ISQ0:Q7SXJ0:F8W2I6,LGALS2,Lgals2,Yes,LGALS2
Matrisome-associated,ECM-affiliated Proteins,lgals3a,"lectin, galactoside binding soluble 3a",ZDB-GENE-030131-7667,ENSDARG00000077850,A0A0G3EVN5:F1REF6:A0A0R4I9F2:F1R4W2:B8A6D6,LGALS3,Lgals3,Yes,LGALS3
Matrisome-associated,ECM-affiliated Proteins,lgals3b,"lectin, galactoside binding soluble 3b",ZDB-GENE-030131-4324,ENSDARG00000044001,Q6TGN4:F1QSL3:Q32PT4:Q567N0:E7FEQ1,LGALS3,Lgals3,Yes,LGALS3
Matrisome-associated,ECM-affiliated Proteins,lgals8a,galectin 8a,ZDB-GENE-040724-22,ENSDARG00000037066,X1WD11:F1QIE5,LGALS8,Lgals8,Yes,LGALS8
Matrisome-associated,ECM-affiliated Proteins,lgals8b,galectin 8b,ZDB-GENE-120727-7,ENSDARG00000037613,-,LGALS8,Lgals8,Yes,LGALS8
Matrisome-associated,ECM-affiliated Proteins,lgals9l1,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 1",ZDB-GENE-030131-9543,ENSDARG00000025903,F1QX26:Q6TGN3:E9QFY9:Q7T120:Q6PBV2,LGALS9,Lgals9,Yes,LGALS9
Matrisome-associated,ECM-affiliated Proteins,lgals9l2,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 2",-,-,-,LGALS9,Lgals9,Yes,LGALS9
Matrisome-associated,ECM-affiliated Proteins,lgals9l3,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 3",-,-,-,LGALS9,Lgals9,Yes,LGALS9
Matrisome-associated,ECM-affiliated Proteins,lgals9l4,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 4",-,-,-,LGALS9,Lgals9,Yes,LGALS9
Matrisome-associated,ECM-affiliated Proteins,lgals9l5,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 5",-,-,-,LGALS9,Lgals9,Yes,LGALS9
Matrisome-associated,ECM-affiliated Proteins,lgals9l6,"lectin, galactoside-binding, soluble, 9 (galectin 9)-like 6",-,-,-,LGALS9,Lgals9,Yes,LGALS9
Matrisome-associated,ECM-affiliated Proteins,lgalsla,"lectin, galactoside-binding-like a",ZDB-GENE-060616-24,ENSDARG00000059060,Q1ECW6,HSPC159,Lgalsl,Yes,HSPC159
Matrisome-associated,ECM-affiliated Proteins,lgalslb,"lectin, galactoside-binding-like b",ZDB-GENE-030616-570,ENSDARG00000055525,Q7ZZ26,HSPC159,Lgalsl,Yes,HSPC159
Matrisome-associated,ECM-affiliated Proteins,lman1,"lectin, mannose-binding, 1",ZDB-GENE-060201-4,ENSDARG00000069980,Q58EK8:F1QWL4:F1R429,LMAN1,Lman1,Yes,LMAN1
Matrisome-associated,ECM-affiliated Proteins,muc2.2,"mucin 2.2, oligomeric mucus/gel-forming",ZDB-GENE-120904-1,ENSDARG00000078994,X1WG49:A0A0R4IQ13:F1QCY9,MUC2,Muc2,Yes,MUC2
Matrisome-associated,ECM-affiliated Proteins,muc21,mucin 21,ZDB-GENE-121109-1,-,-,MUC21,Gm9573,Yes,MUC21
Matrisome-associated,ECM-affiliated Proteins,muc22,mucin 22,ZDB-GENE-121112-1,-,-,MUC22,Gm9573,Yes,MUC22
Matrisome-associated,ECM-affiliated Proteins,muc5.1,"mucin 5.1, oligomeric mucus/gel-forming",ZDB-GENE-120822-1,ENSDARG00000070331,X1WBL9:E7FDM6:A0A0R4IU82,MUC5AC,Muc5ac,Yes,MUC5AC
Matrisome-associated,ECM-affiliated Proteins,muc5.2,mucin 5.2,ZDB-GENE-121108-,ENSDARG00000058556,X1WG18:F1R6W5,MUC5B,Muc5b,Yes,MUC5B
Matrisome-associated,ECM-affiliated Proteins,ovgp1,oviductal glycoprotein 1,ZDB-GENE-140106-118,ENSDARG00000075745,F1QXQ8,OVGP1,Ovgp1,Yes,OVGP1
Matrisome-associated,ECM-affiliated Proteins,parm1,prostate androgen-regulated mucin-like protein 1,ZDB-GENE-140106-262,ENSDARG00000090996,E7F610,PARM1,Parm1,Yes,PARM1
Matrisome-associated,ECM-affiliated Proteins,plxdc1,plexin domain containing 1,ZDB-GENE-081104-391,ENSDARG00000078417,C0SQ71:B8JKL6:C0SQ72,PLXDC1,Plxdc1,Yes,PLXDC1
Matrisome-associated,ECM-affiliated Proteins,plxdc2,plexin domain containing 2,ZDB-GENE-140106-69,ENSDARG00000059950,C0SQ73,PLXDC2,Plxdc2,Yes,PLXDC2
Matrisome-associated,ECM-affiliated Proteins,plxna1a,plexin A1a,ZDB-GENE-140106-137,ENSDARG00000077437,B6E520:A0A140LGG1,PLXNA1,Plxna1,Yes,PLXNA1
Matrisome-associated,ECM-affiliated Proteins,plxna1b,plexin A1b,ZDB-GENE-061007-1,ENSDARG00000104668,A0A0R4IVE9:B6E519:A8IYK2,PLXNA1,Plxna1,Yes,PLXNA1
Matrisome-associated,ECM-affiliated Proteins,plxna2,plexin A2,ZDB-GENE-090311-6,ENSDARG00000060372,B6E521:F1RAY5:F1QCL2,PLXNA2,Plxna2,Yes,PLXNA2
Matrisome-associated,ECM-affiliated Proteins,plxna3,plexin A3,ZDB-GENE-070613-1,ENSDARG00000007172,B0S5N4:A0A0A0MPG5:A0A0B5JFH5:A0A0A0MPJ4,PLXNA3,Plxna3,Yes,PLXNA3
Matrisome-associated,ECM-affiliated Proteins,plxna4,plexin A4,ZDB-GENE-030131-4663,ENSDARG00000019328,T1ECS6:B3DK42:Q90ZG5:Q6BEA0,PLXNA4,Plxna4,Yes,PLXNA4
Matrisome-associated,ECM-affiliated Proteins,plxnb1a,plexin b1a,ZDB-GENE-050302-63,ENSDARG00000075821,F1QKI9:B6E522:F1QPY6:F1QZQ3:E9QFZ9:A0A0R4IRZ9,PLXNB1,Plxnb1,Yes,PLXNB1
Matrisome-associated,ECM-affiliated Proteins,plxnb1b,plexin b1b,ZDB-GENE-090812-4,ENSDARG00000017211,F1Q7U0:B6E523,PLXNB1,Plxnb1,Yes,PLXNB1
Matrisome-associated,ECM-affiliated Proteins,plxnb2a,plexin b2a,ZDB-GENE-030131-8917,ENSDARG00000094799,B6E524:E3P7J3:F1QBC0:Q5RH91:C5H5I1:A0A0R4IB44:B0S6W7,PLXNB2,Plxnb2,Yes,PLXNB2
Matrisome-associated,ECM-affiliated Proteins,plxnb2b,plexin b2b,ZDB-GENE-080902-1,ENSDARG00000036985,E3NZJ1:E3NZJ2:E7FGY1,PLXNB2,Plxnb2,Yes,PLXNB2
Matrisome-associated,ECM-affiliated Proteins,plxnb3,plexin B3,ZDB-GENE-081104-53,ENSDARG00000032990,F1R7J5:F1Q6L2:B0V1S6,PLXNB3,Plxnb3,Yes,PLXNB3
Matrisome-associated,ECM-affiliated Proteins,plxnc1,plexin C1,ZDB-GENE-030131-1620,ENSDARG00000015278,Q5RGW1:F1QS13,PLXNC1,Plxnc1,Yes,PLXNC1
Matrisome-associated,ECM-affiliated Proteins,plxnd1,plexin D1,ZDB-GENE-040426-1828,-,Q6DSU3:Q6NZU7,PLXND1,Plxnd1,Yes,PLXND1
Matrisome-associated,ECM-affiliated Proteins,reg1,reg1,ZDB-GENE-070117-2298,-,-,REG1A,Reg1,Yes,REG1A
Matrisome-associated,ECM-affiliated Proteins,reg4,reg4,ZDB-GENE-070117-2308,-,-,REG4,Reg4,Yes,REG4
Matrisome-associated,ECM-affiliated Proteins,sdc2,syndecan 2,ZDB-GENE-021206-3,ENSDARG00000002731,Q90ZY9:Q66I66,SDC2,Sdc2,Yes,SDC2
Matrisome-associated,ECM-affiliated Proteins,sdc3,syndecan 3,ZDB-GENE-030131-9021,ENSDARG00000100562,F1DFN3,SDC3,Sdc3,Yes,SDC3
Matrisome-associated,ECM-affiliated Proteins,sdc4,syndecan 4,ZDB-GENE-061111-1,ENSDARG00000059906,F6NMW3:Q0JY12:A8KBV3:A5D8R7:Q08BE1,SDC4,Sdc4,Yes,SDC4
Matrisome-associated,ECM-affiliated Proteins,sema3aa,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Aa",ZDB-GENE-991209-3,ENSDARG00000019235,Q9W7J1:Q1LV94:A4JYE2:B3DGH4,SEMA3A,Sema3a,Yes,SEMA3A
Matrisome-associated,ECM-affiliated Proteins,sema3ab,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ab",ZDB-GENE-991209-6,ENSDARG00000042210,Q9W686:B3DIV3:A4JYE3:Q1LXC4,SEMA3A,Sema3a,Yes,SEMA3A
Matrisome-associated,ECM-affiliated Proteins,sema3b,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",ZDB-GENE-081105-78,ENSDARG00000011672,M9MM94,SEMA3B,Sema3b,Yes,SEMA3B
Matrisome-associated,ECM-affiliated Proteins,sema3bl,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3bl",ZDB-GENE-030131-2956,ENSDARG00000007560,M9MMB6:M9MM97,SEMA3B,Sema3b,Yes,SEMA3B
Matrisome-associated,ECM-affiliated Proteins,sema3c,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",ZDB-GENE-050513-5,ENSDARG00000034300,F1QGW9:Q5ID25,SEMA3C,Sema3c,Yes,SEMA3C
Matrisome-associated,ECM-affiliated Proteins,sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",ZDB-GENE-990715-2,ENSDARG00000017369,E7F4B6:E9QD84:B3DGT3:A0A0B5JFC0:Q9W6G6,SEMA3D,Sema3d,Yes,SEMA3D
Matrisome-associated,ECM-affiliated Proteins,sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",ZDB-GENE-030131-7864,ENSDARG00000036571,Q1LYS1:A8JZV4,SEMA3E,Sema3e,Yes,SEMA3E
Matrisome-associated,ECM-affiliated Proteins,sema3fa,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Fa",ZDB-GENE-050513-1,ENSDARG00000011163,Q5ID24:A4JYE5:B3DK91:F1QPG9,SEMA3F,Sema3f,Yes,SEMA3F
Matrisome-associated,ECM-affiliated Proteins,sema3fb,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Fb",ZDB-GENE-050513-2,ENSDARG00000055373,Q5ID23:E7F6C0,SEMA3F,Sema3f,Yes,SEMA3F
Matrisome-associated,ECM-affiliated Proteins,sema3ga,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Ga",ZDB-GENE-050513-3,ENSDARG00000042545,A1L5C9:Q5ID22:A0A1A7XHY1:A0A1A8G211:A0A1A8AQ50:A0A1A8EGA6:A0A1A7Z2R8:A0A1A8J989:A0A1A8MXQ7:A0A1A8QUT7,SEMA3G,Sema3g,Yes,SEMA3G
Matrisome-associated,ECM-affiliated Proteins,sema3gb,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Gb",ZDB-GENE-050513-4,ENSDARG00000013607,B3DIT7:Q5ID21:B0S5G6,SEMA3G,Sema3g,Yes,SEMA3G
Matrisome-associated,ECM-affiliated Proteins,sema4aa,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Aa",ZDB-GENE-110411-86,ENSDARG00000077103,F8W2K2:E7FAU7,SEMA4A,Sema4a,Yes,SEMA4A
Matrisome-associated,ECM-affiliated Proteins,sema4ab,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ab",ZDB-GENE-060503-363,ENSDARG00000062352,B6E444:F1R7Z2:F1R501,SEMA4A,Sema4a,Yes,SEMA4A
Matrisome-associated,ECM-affiliated Proteins,sema4ba,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ba",ZDB-GENE-070705-31,ENSDARG00000074414,A0A0R4IDW5:M9MMB3:E7F898,SEMA4B,Sema4b,Yes,SEMA4B
Matrisome-associated,ECM-affiliated Proteins,sema4bb,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Bb",ZDB-GENE-120503-1,ENSDARG00000076104,B6E445,SEMA4B,Sema4b,Yes,SEMA4B
Matrisome-associated,ECM-affiliated Proteins,sema4c,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C",ZDB-GENE-080303-16,ENSDARG00000079611,F1QF70:A4JYS4:A0A0R4IT64:B6E446,SEMA4C,Sema4c,Yes,SEMA4C
Matrisome-associated,ECM-affiliated Proteins,sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D",ZDB-GENE-130618-1,ENSDARG00000067801,F1QR50,SEMA4D,Sema4d,Yes,SEMA4D
Matrisome-associated,ECM-affiliated Proteins,sema4f,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F",ZDB-GENE-130530-860,ENSDARG00000079014,B6E448,SEMA4F,Sema4f,Yes,SEMA4F
Matrisome-associated,ECM-affiliated Proteins,sema4ga,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ga",ZDB-GENE-060503-381,ENSDARG00000076595,B6E510:F1RB05:X1WF24,SEMA4G,Sema4g,Yes,SEMA4G
Matrisome-associated,ECM-affiliated Proteins,sema4gb,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Gb",ZDB-GENE-111117-1,ENSDARG00000088143,F1QJZ8:A0A0R4IM54:U3JAZ9,SEMA4G,Sema4g,Yes,SEMA4G
Matrisome-associated,ECM-affiliated Proteins,sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A",ZDB-GENE-030131-8969,ENSDARG00000058821,A0A0R4IMM9:B6E511:F1R9L1,SEMA5A,Sema5a,Yes,SEMA5A
Matrisome-associated,ECM-affiliated Proteins,sema5ba,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5Ba",ZDB-GENE-070912-187,ENSDARG00000061471,F1QPQ6:B6E512:F1R7S5,SEMA5B,Sema5b,Yes,SEMA5B
Matrisome-associated,ECM-affiliated Proteins,sema5bb,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5Bb",ZDB-GENE-130530-778,ENSDARG00000075648,E7FEP0:A0A0R4IR66,SEMA5B,Sema5b,Yes,SEMA5B
Matrisome-associated,ECM-affiliated Proteins,sema6a,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A",ZDB-GENE-030131-8004,-,B6E513:Q6P7E1,SEMA6A,Sema6a,Yes,SEMA6A
Matrisome-associated,ECM-affiliated Proteins,sema6ba,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6Ba",ZDB-GENE-131024-1,ENSDARG00000036626,X1WGF0:B6E514,SEMA6B,Sema6b,Yes,SEMA6B
Matrisome-associated,ECM-affiliated Proteins,sema6bb,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6Bb",ZDB-GENE-081105-129,ENSDARG00000061976,B8JHX0:A0A0R4IF70,SEMA6B,Sema6b,Yes,SEMA6B
Matrisome-associated,ECM-affiliated Proteins,sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",ZDB-GENE-040426-1933,ENSDARG00000002748,Q4KM12:Q7ZV83:A0A0R4ITM1:B8JMB1,SEMA6D,Sema6d,Yes,SEMA6D
Matrisome-associated,ECM-affiliated Proteins,sema6dl,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D, like",ZDB-GENE-050417-171,ENSDARG00000011533,A4JYE4:B6E517:A3KPS3:A3KPS4:A4JYE6:F1QSD1:F1QG92:Q567I7,SEMA6D,Sema6d,Yes,SEMA6D
Matrisome-associated,ECM-affiliated Proteins,sema7a,semaphorin 7A,ZDB-GENE-030131-3633,ENSDARG00000078707,E7FBE1:A9JTC9:X1WHP4,SEMA7A,Sema7a,Yes,SEMA7A
Matrisome-associated,ECM-affiliated Proteins,sftpba,surfactant protein Ba,ZDB-GENE-091204-378,ENSDARG00000094708,F1QSH1,SFTPB,Sftpb,Yes,SFTPB
Matrisome-associated,ECM-affiliated Proteins,sftpbb,surfactant protein Bb,ZDB-GENE-060526-155,ENSDARG00000067566,A9JTF9:B8JK19,SFTPB,Sftpb,Yes,SFTPB
Matrisome-associated,ECM Regulators,a2ml,alpha-2-macroglobulin-like,ZDB-GENE-090212-1,ENSDARG00000056314,A0A0R4IDD1:B8QSI4:A8KAZ5:F6NTZ9:A0JMP8,A2M,A2m,Yes,A2M
Matrisome-associated,ECM Regulators,A2ML1 (1 to many),alpha-2-macroglobulin-like 1,-,ENSDARG00000041645,-,A2ML1,-,Yes,A2ML1
Matrisome-associated,ECM Regulators,adam10a,ADAM metallopeptidase domain 10a,ZDB-GENE-040917-2,ENSDARG00000053468,A8E4S1:F1RA88:A0A0R4IVX1:Q5XJM5,ADAM10,Adam10,Yes,ADAM10
Matrisome-associated,ECM Regulators,adam10b,ADAM metallopeptidase domain 10b,ZDB-GENE-071115-1,ENSDARG00000015502,A0A0R4IY45:Q7T294:A0A0R4IDF3:F1Q6M6,ADAM10,Adam10,Yes,ADAM10
Matrisome-associated,ECM Regulators,adam11,ADAM metallopeptidase domain 11,ZDB-GENE-070808-3,ENSDARG00000079204,E7F698,ADAM11,Adam11,Yes,ADAM11
Matrisome-associated,ECM Regulators,adam12,ADAM metallopeptidase domain 12,ZDB-GENE-070809-1,ENSDARG00000079068,X1WHA6:E7FEZ4:A0A0R4INJ8,ADAM12,Adam12,Yes,ADAM12
Matrisome-associated,ECM Regulators,adam15,ADAM metallopeptidase domain 15,ZDB-GENE-070809-4,ENSDARG00000089213,A0A0R4IB54:E7FGJ0,ADAM15,Adam15,Yes,ADAM15
Matrisome-associated,ECM Regulators,adam17a,ADAM metallopeptidase domain 17a,ZDB-GENE-030131-2862,ENSDARG00000043213,Q5RFV3:Q6PFU9,ADAM17,Adam17,Yes,ADAM17
Matrisome-associated,ECM Regulators,adam17b,ADAM metallopeptidase domain 17b,ZDB-GENE-041001-199,ENSDARG00000093093,U3JAD1,ADAM17,Adam17,Yes,ADAM17
Matrisome-associated,ECM Regulators,adam19a,ADAM metallopeptidase domain 19a,ZDB-GENE-070813-1,ENSDARG00000059693,E7F494,ADAM19,Adam19,Yes,ADAM19
Matrisome-associated,ECM Regulators,adam19b,ADAM metallopeptidase domain 19b,ZDB-GENE-070705-541,ENSDARG00000067545,F1QK73:F1Q4N9,ADAM19,Adam19,Yes,ADAM19
Matrisome-associated,ECM Regulators,adam22,ADAM metallopeptidase domain 22,ZDB-GENE-070810-1,ENSDARG00000060532,A0A0R4ICN2:F1QF43:X1WC25,ADAM22,Adam22,Yes,ADAM22
Matrisome-associated,ECM Regulators,adam23a,ADAM metallopeptidase domain 23a,ZDB-GENE-070810-2,ENSDARG00000062323,F8W4G2:F8W3T1,ADAM23,Adam23,Yes,ADAM23
Matrisome-associated,ECM Regulators,adam23b,ADAM metallopeptidase domain 23b,ZDB-GENE-070810-3,-,-,ADAM23,Adam23,Yes,ADAM23
Matrisome-associated,ECM Regulators,adam28,ADAM metallopeptidase domain 28,ZDB-GENE-060929-532,ENSDARG00000035514,F1QDC4:A3KQJ0:Q08C21,ADAM28,Adam28,Yes,ADAM28
Matrisome-associated,ECM Regulators,adam8a,ADAM metallopeptidase domain 8a,ZDB-GENE-030616-622,ENSDARG00000001452,Q7ZYZ9,ADAM8,Adam8,Yes,ADAM8
Matrisome-associated,ECM Regulators,adam8b,ADAM metallopeptidase domain 8b,ZDB-GENE-070808-1,ENSDARG00000057644,F8W3Y8:E7F6J8,ADAM8,Adam8,Yes,ADAM8
Matrisome-associated,ECM Regulators,adam9,ADAM metallopeptidase domain 9,ZDB-GENE-040912-127,ENSDARG00000010070,F1QZW9:F1QU24:F1R0N5:Q66IC3,ADAM9,Adam9,Yes,ADAM9
Matrisome-associated,ECM Regulators,adamts1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1",ZDB-GENE-070814-1,ENSDARG00000103519,A0A0R4IES1,ADAMTS1,Adamts1,Yes,ADAMTS1
Matrisome-associated,ECM Regulators,adamts10,"ADAM metallopeptidase with thrombospondin type 1 motif, 10",ZDB-GENE-081104-414,ENSDARG00000075188,B0S6F1,ADAMTS10,Adamts10,Yes,ADAMTS10
Matrisome-associated,ECM Regulators,adamts12,"ADAM metallopeptidase with thrombospondin type 1 motif, 12",ZDB-GENE-070705-471,ENSDARG00000067549,F1R8A1:A0A0R4ILF9,ADAMTS12,Adamts12,Yes,ADAMTS12
Matrisome-associated,ECM Regulators,adamts13,"ADAM metallopeptidase with thrombospondin type 1 motif, 13",ZDB-GENE-070814-7,ENSDARG00000076270,F1R2Z7,ADAMTS13,Adamts13,Yes,ADAMTS13
Matrisome-associated,ECM Regulators,adamts14,"ADAM metallopeptidase with thrombospondin type 1 motif, 14",ZDB-GENE-130530-852,ENSDARG00000078494,-,ADAMTS14,Adamts14,Yes,ADAMTS14
Matrisome-associated,ECM Regulators,adamts15a,"ADAM metallopeptidase with thrombospondin type 1 motif, 15a",ZDB-GENE-060526-203,ENSDARG00000029124,G3G3J9:A2BIA3,ADAMTS15,Adamts15,Yes,ADAMTS15
Matrisome-associated,ECM Regulators,adamts15b,"ADAM metallopeptidase with thrombospondin type 1 motif, 15b",ZDB-GENE-070814-5,ENSDARG00000033544,A0A0R4IHE4:X1WDJ8:E7EYL5,ADAMTS15,Adamts15,Yes,ADAMTS15
Matrisome-associated,ECM Regulators,adamts16,"ADAM metallopeptidase with thrombospondin type 1 motif, 16",ZDB-GENE-130530-760,ENSDARG00000074646,-,ADAMTS16,Adamts16,Yes,ADAMTS16
Matrisome-associated,ECM Regulators,adamts17,"ADAM metallopeptidase with thrombospondin type 1 motif, 17",ZDB-GENE-121030-7,ENSDARG00000075555,A0A140LGK5:A0A140LGW0:E7FGU7,ADAMTS17,Adamts17,Yes,ADAMTS17
Matrisome-associated,ECM Regulators,adamts18,"ADAM metallopeptidase with thrombospondin type 1 motif, 18",ZDB-GENE-070815-1,ENSDARG00000001999,F8W5V0:E7FEJ5,ADAMTS18,Adamts18,Yes,ADAMTS18
Matrisome-associated,ECM Regulators,adamts2,"ADAM metallopeptidase with thrombospondin type 1 motif, 2",ZDB-GENE-070816-3,ENSDARG00000075930,E7F5R1:A0A0R4ISF7:F1R544,ADAMTS2,Adamts2,Yes,ADAMTS2
Matrisome-associated,ECM Regulators,adamts20,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20",ZDB-GENE-150720-2,-,-,ADAMTS20,Adamts20,Yes,ADAMTS20
Matrisome-associated,ECM Regulators,adamts3,"ADAM metallopeptidase with thrombospondin type 1 motif, 3",ZDB-GENE-110223-1,ENSDARG00000060127,S5RVW8:E7FEN5,ADAMTS3,Adamts3,Yes,ADAMTS3
Matrisome-associated,ECM Regulators,adamts5,"ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)",ZDB-GENE-070814-2,ENSDARG00000100307,G3G3J8:A0A0G2KI55,ADAMTS5,Adamts5,Yes,ADAMTS5
Matrisome-associated,ECM Regulators,adamts6,"ADAM metallopeptidase with thrombospondin type 1 motif, 6",ZDB-GENE-091113-9,ENSDARG00000041982,E7FCQ4,ADAMTS6,Adamts6,Yes,ADAMTS6
Matrisome-associated,ECM Regulators,adamts7,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7",ZDB-GENE-150720-1,ENSDARG00000102478,-,ADAMTS7,Adamts7,Yes,ADAMTS7
Matrisome-associated,ECM Regulators,adamts8a,"ADAM metallopeptidase with thrombospondin type 1 motif, 8a",ZDB-GENE-060526-202,ENSDARG00000007709,A2BIA2,ADAMTS8,Adamts8,Yes,ADAMTS8
Matrisome-associated,ECM Regulators,adamts8b,"ADAM metallopeptidase with thrombospondin type 1 motif, 8b",ZDB-GENE-070814-4,-,-,ADAMTS8,Adamts8,Yes,ADAMTS8
Matrisome-associated,ECM Regulators,adamts9,"ADAM metallopeptidase with thrombospondin type 1 motif, 9",ZDB-GENE-070814-6,ENSDARG00000077778,F1R6Q4:E7F6N6:G3G3K0,ADAMTS9,Adamts9,Yes,ADAMTS9
Matrisome-associated,ECM Regulators,adamtsl2,ADAMTS-like 2,ZDB-GENE-070705-558,ENSDARG00000074033,F1RC76:F1R0S6,ADAMTSL2,Adamtsl2,Yes,ADAMTSL2
Matrisome-associated,ECM Regulators,adamtsl3,ADAMTS-like 3,ZDB-GENE-121030-8,ENSDARG00000027903,E7FBX1,ADAMTSL3,Adamtsl3,Yes,ADAMTSL3
